,Cluster,X,Y
0,0,0.8749395523412679,-0.3442692246692187
1,1,-1.0558134240290291,0.4389412043058547
2,2,-0.31181036922160943,0.927001238211041
3,3,-0.4376464146415731,-2.0251821371224596
4,4,-0.6895353949523428,-0.6416923005897185
5,5,3.1752126669490104,-1.438471544970373
6,6,2.716527890160681,-2.1944080865822357
7,7,0.9249598036270757,-2.188888390822381
8,8,1.9759123234713185,-1.6986888457565996
