"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene_names","TF","sex"
9.2831573843676e-08,-0.45747276559924,0.056,0.317,0.00147453671893295,"2010007H06Rik",NA,NA
1.03352490263607e-07,-0.500613230984918,0.063,0.325,0.00164165095534714,"Prss35",NA,NA
1.22245502730783e-07,-0.370982319200908,0.048,0.302,0.00194174756537576,"Peli2",NA,NA
1.36289997944249e-07,-0.516575525740906,0.119,0.405,0.00216483032734645,"Plcb4",NA,NA
1.66808129274258e-07,-1.09532495902331,0.27,0.548,0.00264958032539231,"Sdk1",NA,NA
1.88309846238437e-07,-0.489965986785409,0.079,0.341,0.00299111359765133,"AA986860",NA,NA
2.1762027877335e-07,-0.751179453385907,0.437,0.659,0.0034566805080359,"Fmnl2",NA,NA
2.25603466704035e-07,-0.605947525850492,0.317,0.619,0.00358348546512689,"Rdx",NA,NA
2.69277418738284e-07,-0.744229020664747,0.794,0.833,0.0042772025192389,"Adk",NA,NA
2.831176368288e-07,-0.602520872105461,0.563,0.754,0.00449704054338866,"Cblb",NA,NA
3.02414706577473e-07,-0.466454577805343,0.881,0.984,0.00480355519927659,"Nfat5","Nfat5",NA
4.06159948498582e-07,-0.332899212708365,0.04,0.27,0.00645144462195148,"Cbfa2t3",NA,NA
6.05843151299229e-07,-0.543686225142637,0.873,0.952,0.00962321261523696,"Kcnma1",NA,NA
6.53196577737201e-07,-0.415037499278844,0.135,0.413,0.0103753744407777,"St5",NA,NA
7.75580105331312e-07,-0.536703442195104,0.984,0.952,0.0123193143930826,"Tgfbr3",NA,NA
8.49141446318738e-07,-0.676529740304232,0.484,0.738,0.0134877627333268,"Frmd6",NA,NA
9.58442096533936e-07,-0.59505131834474,0.389,0.619,0.015223894261345,"Colec12",NA,NA
1.14154006333199e-06,-0.609210046967833,0.31,0.587,0.0181322223659653,"Glis3","Glis3",NA
1.42953588142192e-06,-0.330916878114617,0.016,0.206,0.0227067479405057,"Slc38a11",NA,NA
1.54061053900848e-06,-0.276124405274238,0.016,0.206,0.0244710578016107,"Sort1",NA,NA
1.6130818096957e-06,-0.442004546879113,0.214,0.492,0.0256221914652065,"Abcc5",NA,NA
2.16555484779539e-06,-0.5579156249266,0.794,0.889,0.0343976732023819,"Foxp1","Foxp1",NA
2.19190155138356e-06,-0.534336427651188,0.302,0.579,0.0348161642421764,"Dnm3",NA,NA
2.3285749861192e-06,-0.461447964235802,0.032,0.23,0.0369870850795173,"Pde4d",NA,NA
2.45589098808335e-06,-0.527931555684777,0.024,0.214,0.039009372454716,"Ryr2",NA,NA
2.66522253876176e-06,-0.566738742102249,0.468,0.722,0.0423343948056917,"Tshz2",NA,NA
